,jobtitle,company,city,location,salarytxt,paybase,summary
12419,"senior data scientist (maplewood, mn)",3M,Minneapolis,"Maplewood, MN",NaN,NaN,"3m sgbl is seeking an experienced data scientist with expertise in the areas of data science, data analytics, machine learning and computational statistics...."
12420,"senior research scientist, early childhood",Child Trends,Minneapolis,"Minneapolis, MN 55401 (North Loop area)",NaN,NaN,"supervises the data collection, tabulation, and analysis by research scientists, analysts and assistants. research scientist in early childhood development...."
12421,quantitative analyst,Pine River Capital Management,Minneapolis,"Minnetonka, MN",NaN,NaN,"pine river capital management is a global alternative investment firm focused on relative value trading across a wide range of markets, regions and asset"
12422,principal statistician,Medtronic,Minneapolis,"Minneapolis, MN",NaN,NaN,"collaborates with the data management group on developing data collection and quality plan. reviews and approves clinical case report forms, clinical database..."
12423,"research analyst or senior research analyst, iconoculture",CEB,Minneapolis,"Minneapolis, MN",NaN,NaN,"generate charts, tables, and other data visualizations to illustrate findings. ability to simplify complex, varied data sets into a cohesive narrative...."
12424,senior principal statistician,Medtronic,Minneapolis,"Minneapolis, MN",NaN,NaN,"applied statistics experience (e.g., survival analysis, regression modeling, interim analyses, missing data strategies, longitudinal analyses)...."
12425,senior quantitative model validation analyst,U.S. Bank,Minneapolis,"Richfield, MN",NaN,NaN,"validation assesses model risk through periodic validation and monitoring activities that independently challenge conceptual design/methodology, reference data,..."
12426,quantitative model risk analyst,U.S. Bank,Minneapolis,"Minneapolis, MN",NaN,NaN,"quantitative model risk analyst - 170007554 at u.s. bank, we're passionate about helping customers and the communities where we live and work. the fifth"
12427,senior sports research analyst,Sportradar,Minneapolis,"Minneapolis, MN",NaN,NaN,familiarity in visualization of data. data analysis and reporting experience preferred. generate complex reports from robust data sets....
12428,senior sports research analyst,Sportradar AG,Minneapolis,"Minneapolis, MN",NaN,NaN,familiarity in visualization of data. data analysis and reporting experience preferred. generate complex reports from robust data sets....
12429,sr. biocompatibility specialist,ABBOTT LABORATORIES,Minneapolis,"Saint Paul, MN",NaN,NaN,candidate must have strong ability to critically review detailed scientific information and assess any gaps based on adequately supported data....
12430,assistant professor data analytics for precision agriculture,University of Minnesota,Minneapolis,"Minneapolis-Saint Paul, MN",NaN,NaN,"integration of large and complex data sets of fine-grained environmental data, remote sensing data, and precision agricultural practices is needed to improve..."
12431,sports research analyst,Sportradar,Minneapolis,"Minneapolis, MN",NaN,NaN,"generate complex reports from robust data sets. experience with data analysis tools and techniques, e.g. strong excel background...."
12432,sports research analyst,Sportradar AG,Minneapolis,"Minneapolis, MN",NaN,NaN,"generate complex reports from robust data sets. experience with data analysis tools and techniques, e.g. strong excel background...."
12433,"computer vision scientist (maplewood, mn)",3M,Minneapolis,"Maplewood, MN",NaN,NaN,3m oral care is seeking a 3d computer vision scientist to develop 3d reconstruction algorithms and 3d data manipulation software....
12434,"statistical forecasting specialist (maplewood, mn)",3M,Minneapolis,"Maplewood, MN",NaN,NaN,"ability to translate data into meaningful insights and analysis. understands the intersection between supply chain, finance, business, and economic data...."
12435,business intelligence manager,"Winnebago Industries, Inc.",Minneapolis,"Eden Prairie, MN",NaN,NaN,"manage a team of bi developers, dba’s, data analysts and data scientists. strong analytical skills focusing on market and operational data analytics...."
12436,data scientist,Bright Health,Minneapolis,"Minneapolis, MN",NaN,NaN,"you will then be able to flex into a role that requires greater engagement with data analysis, including data visualization, hypothesis testing, statistical..."
12437,"sr research analyst, real estate securities",Nuveen Asset Management,Minneapolis,"Minneapolis, MN 55421",NaN,NaN,job description position summary: nuveen asset management’s real asset investment philosophy incorporates an active management style based on the belief the
12438,scientist,Pentair,Minneapolis,"Township of White Bear, MN 55110",NaN,NaN,prepares complete and accurate test reports based on data generated by testing and data analysis.uses test data to complete product and process validation...
12439,"sr research analyst, real estate securities",Nuveen Asset Management,Minneapolis,"Minneapolis, MN 55421",NaN,NaN,job description position summary: nuveen asset management’s real asset investment philosophy incorporates an active management style based on the belief the
12440,data scientist,Bright Health,Minneapolis,"Minneapolis, MN",NaN,NaN,"you will then be able to flex into a role that requires greater engagement with data analysis, including data visualization, hypothesis testing, statistical..."
12441,analytic manager 3 - people analytics manager,Wells Fargo,Minneapolis,"Minneapolis, MN",NaN,NaN,cultivate additional data sources as necessary to enable next-generation analysis build complex data sets from multiple data sources conduct advanced...
12442,"director, gsm data scientist",Carlson Wagonlit Travel,Minneapolis,"Minnetonka, MN",NaN,NaN,"director, gsm data scientist. leading, mentoring and developing jr data scientists. leadership experience leading or managing teams of data scientists or..."
12443,global consumer insights data scientist,General Mills,Minneapolis,"Minneapolis, MN 55426",NaN,NaN,general mills is seeking a global consumer insights data scientist. provide final recommendation on whether to bring new data sources into our data ecosystem....
12444,scientist iii r&d,Honeywell,Minneapolis,"Plymouth, MN",NaN,NaN,"develop analog and digital circuits, sensor amplifier designs, control circuits, and data acquisition systems...."
12445,bioinformatics research scientist (researcher 5),University of Minnesota,Minneapolis,"Minneapolis-Saint Paul, MN",NaN,NaN,"experience in developing algorithms for analysis of biological data. seeking a talented and highly motivated bioinformatics research scientist to develop,..."
12446,data scientist,"Star Tribune Media Company, LLC.",Minneapolis,"Minneapolis, MN",NaN,NaN,star tribune is looking for a data scientist who is obsessed with advanced analytics and loves creative problem solving....
12447,research portfolio analyst,RBC,Minneapolis,"Minneapolis, MN",NaN,NaN,what is the opportunity? the portfolio advisory group’s (pag) mandate is to enable rbc wm advisors to consistently deliver investment solutions to their
12448,analytic manager 3 - survey & measurement manager,Wells Fargo,Minneapolis,"Minneapolis, MN",NaN,NaN,cultivate additional data sources as necessary to enable next-generation analysis build complex data sets from multiple data sources conduct advanced...
12449,clinical research coordinator ii,University of Minnesota,Minneapolis,"Minneapolis-Saint Paul, MN",NaN,NaN,manage industry sponsored centralized ct/mri data transfer that includes facilitating cds and data transfer. assist with additional data requests from sponsors...
12450,communications coordinator,University of Minnesota,Minneapolis,"Minneapolis-Saint Paul, MN",NaN,NaN,the minnesota research data center (mnrdc) provides access to non-public versions of federal data as part of the federal statistical research data center system...
12451,"education and outreach coordinator, polar geospatial center",University of Minnesota,Minneapolis,"Minneapolis-Saint Paul, MN",NaN,NaN,produce nsf antarctic & arctic data consortium (a2dc) annual calendar. a major responsibility of this position is planning and organizing the annual summer...
12452,research project specialist 2,University of Minnesota,Minneapolis,"Minneapolis-Saint Paul, MN",NaN,NaN,"this role will participate in planning, data collection, and data analysis for multiple research projects within cidrap...."
12453,senior clinical research quality assurance analyst,University of Minnesota,Minneapolis,"Minneapolis-Saint Paul, MN",NaN,NaN,review the quality and integrity of the clinical data through (1) in house review of electronic crf data and (2) on-site source verification....
12454,quantitative analyst,U.S. Bank,Minneapolis,"Minneapolis, MN",NaN,NaN,"responsibilities include analyzing data for use in modeling as well as developing, validating, documenting, and implementing basel iii pd, lgd, and ead models..."
